ClusterAlgorithm;DistanceFunction;Used Fields;Tfidf;StopWords;Interpreted;Lemmatized;Source;Synonyms;GermaNetFunction;F1WeightedAvg;F1WeightedStd;CohesionAvg;CohesionStd;SeperationAvg;SeperationStd;SilhouetteAvg;SilhouetteStd;RuntimeAvg(ms)
KMeans820;HammingDistance;1;false;true;false;false;false;false;null;0.19840000000000002;0.0024000000000000002;0.3986;0.0146;0.0318;0.0558;0.1012;0.0424;81.33
ClusterART;Not needed;1;true;false;true;true;false;true;OneAncestor;0.2538;0.0;11.8596;0.0;13.0077;0.0;0.08850000000000001;0.0;915.53
KMeans820;HammingDistance;1;false;true;false;false;true;false;null;0.1966;0.0034000000000000002;1.3353000000000002;0.033100000000000004;0.16160000000000002;0.3503;0.1241;0.0432;399.56
ClusterART;Not needed;1;true;false;true;true;false;true;Shotgun;0.2732;0.0;27.4573;0.0;33.9739;0.0;-0.0439;0.0;7843.39
KMeans820;HammingDistance;1;false;true;false;true;false;false;null;0.1976;0.0013000000000000002;0.395;0.0106;0.0143;0.0414;0.1165;0.0274;61.51
ClusterART;Not needed;1;true;false;true;true;true;false;null;0.2625;0.0;11.4216;0.0;13.124;0.0;0.1178;0.0;1283.61
KMeans820;HammingDistance;1;false;true;false;true;false;false;OneAncestor;0.19790000000000002;0.0021000000000000003;0.4107;0.0146;0.016900000000000002;0.0446;0.11270000000000001;0.0335;51.7
ClusterART;Not needed;1;true;false;true;true;true;false;OneAncestor;0.2518;0.0;10.9771;0.0;11.4967;0.0;0.0786;0.0;864.74
KMeans820;HammingDistance;1;false;true;false;true;false;false;Shotgun;0.257;0.059300000000000005;9.919;4.196400000000001;2.0572;2.7127000000000003;0.09770000000000001;0.033800000000000004;203.53
ClusterART;Not needed;1;true;false;true;true;true;false;Shotgun;0.3673;0.0;24.4206;0.0;31.8855;0.0;0.0111;0.0;3998.64
KMeans820;HammingDistance;1;false;true;false;true;false;true;null;0.1978;0.0017000000000000001;0.394;0.008700000000000001;0.017;0.0425;0.11180000000000001;0.034800000000000005;84.05
ClusterART;Not needed;1;true;false;true;true;true;true;null;0.268;0.0;11.8779;0.0;13.269300000000001;0.0;0.1198;0.0;1630.88
